2.766100000000000000e+04,2.766800000000000000e+04,1.287679815487052792e-05,2.000000000000000000e+00
1.476400000000000000e+04,1.476700000000000000e+04,3.722199466532627454e-05,2.000000000000000000e+00
2.773700000000000000e+04,2.773800000000000000e+04,5.170839258927806270e-05,2.000000000000000000e+00
1.052100000000000000e+04,1.052800000000000000e+04,5.885099156577311419e-05,2.000000000000000000e+00
1.360000000000000000e+04,1.360200000000000000e+04,5.975639143576683132e-05,2.000000000000000000e+00
1.408000000000000000e+04,1.408300000000000000e+04,6.196959111837152534e-05,2.000000000000000000e+00
1.452000000000000000e+04,1.453400000000000000e+04,6.196959111857969216e-05,2.000000000000000000e+00
1.602000000000000000e+04,1.603600000000000000e+04,6.247259104637248317e-05,2.000000000000000000e+00
1.965800000000000000e+04,1.966000000000000000e+04,6.267379101776437977e-05,2.000000000000000000e+00
2.350900000000000000e+04,2.351800000000000000e+04,6.327739093119066904e-05,2.000000000000000000e+00
2.648100000000000000e+04,2.648800000000000000e+04,6.388099084464471389e-05,2.000000000000000000e+00
2.631000000000000000e+04,2.631500000000000000e+04,6.388099084475573619e-05,2.000000000000000000e+00
2.856100000000000000e+04,2.856900000000000000e+04,6.468579072915758843e-05,2.000000000000000000e+00
2.970200000000000000e+04,2.970300000000000000e+04,6.488699070039682937e-05,2.000000000000000000e+00
2.025600000000000000e+04,2.025800000000000000e+04,2.647791620520312250e-04,2.000000000000000000e+00
2.363700000000000000e+04,2.363800000000000000e+04,3.543131492199924626e-04,2.000000000000000000e+00
2.966900000000000000e+04,2.967400000000000000e+04,4.027017422849055173e-04,2.000000000000000000e+00
1.036300000000000000e+04,1.036900000000000000e+04,5.857937160442805435e-04,2.000000000000000000e+00
1.142700000000000000e+04,1.143300000000000000e+04,5.885099156550110955e-04,2.000000000000000000e+00
1.524100000000000000e+04,1.525300000000000000e+04,6.195953111998164786e-04,2.000000000000000000e+00
1.508300000000000000e+04,1.509900000000000000e+04,6.195953111998164786e-04,2.000000000000000000e+00
1.496500000000000000e+04,1.496800000000000000e+04,6.195953111998164786e-04,2.000000000000000000e+00
1.713700000000000000e+04,1.713900000000000000e+04,6.267379101760339744e-04,2.000000000000000000e+00
1.888400000000000000e+04,1.889600000000000000e+04,6.276433100465689252e-04,2.000000000000000000e+00
1.836000000000000000e+04,1.837600000000000000e+04,6.277439100323967125e-04,2.000000000000000000e+00
2.114400000000000000e+04,2.116900000000000000e+04,6.304601096427386864e-04,2.000000000000000000e+00
2.217200000000000000e+04,2.217300000000000000e+04,6.327739093110462676e-04,2.000000000000000000e+00
2.484900000000000000e+04,2.486000000000000000e+04,6.352889089506069675e-04,2.000000000000000000e+00
1.441600000000000000e+04,1.443200000000000000e+04,1.239190622399938269e-03,2.000000000000000000e+00
1.652100000000000000e+04,1.652500000000000000e+04,1.249150020972256137e-03,2.000000000000000000e+00
1.587100000000000000e+04,1.587600000000000000e+04,1.249150020972478181e-03,2.000000000000000000e+00
1.746500000000000000e+04,1.747100000000000000e+04,1.253475820352428771e-03,2.000000000000000000e+00
2.113800000000000000e+04,2.115800000000000000e+04,1.261121419256605591e-03,2.000000000000000000e+00
2.509300000000000000e+04,2.511200000000000000e+04,1.410311197874825062e-03,2.000000000000000000e+00
8.617000000000000000e+03,8.619000000000000000e+03,1.465339389988218333e-03,2.000000000000000000e+00
1.928700000000000000e+04,1.929500000000000000e+04,1.569158575108919873e-03,2.000000000000000000e+00
9.482000000000000000e+03,9.483000000000000000e+03,1.750037349185273872e-03,2.000000000000000000e+00
2.042100000000000000e+04,2.043000000000000000e+04,1.891581528899316522e-03,2.000000000000000000e+00
3.008700000000000000e+04,3.008800000000000000e+04,2.013206911468001792e-03,2.000000000000000000e+00
