0.000000000000000000e+00,4.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
6.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.720000000000000000e+02,3.011000000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00
9.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.914000000000000000e+03,1.963000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
1.969000000000000000e+03,3.011400000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00
6.520000000000000000e+02,6.650000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
1.300000000000000000e+01,9.100000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.400000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.600000000000000000e+01,4.240000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
5.000000000000000000e+01,1.070000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
1.393700000000000000e+04,1.410300000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
6.100000000000000000e+01,3.011200000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00
2.200000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.300000000000000000e+01,2.690000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
2.400000000000000000e+01,1.060000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
1.501000000000000000e+03,1.513000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
2.017000000000000000e+03,2.127000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
2.538000000000000000e+03,2.650000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
1.394600000000000000e+04,1.397600000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
1.541700000000000000e+04,1.554400000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
1.599400000000000000e+04,3.013000000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00
1.680900000000000000e+04,1.692600000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
1.833400000000000000e+04,1.836000000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
1.837600000000000000e+04,3.013300000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00
1.859100000000000000e+04,3.013400000000000000e+04,0.000000000000000000e+00,4.000000000000000000e+00
2.564000000000000000e+03,2.806000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
2.118000000000000000e+03,2.146000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
1.560000000000000000e+04,1.614700000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00
2.800000000000000000e+01,9.500000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
7.200000000000000000e+01,3.011300000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00
1.600000000000000000e+02,3.040000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
7.191000000000000000e+03,7.222000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00
8.970000000000000000e+02,9.780000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
